Department,Department Name,Property Id,Property Name,Address 1,City,State/Province,Postal Code,Property Area(ft²),Primary Property Type ,Year Built,Electricity Use (kWh),Natural Gas Use (therms),Propane Use (kBtu),Water Use (All Water Sources) (kgal),Percent of Electricity that is Green Power,Total Green Power - Onsite and Offsite (kWh),Site Energy Use (kBtu),ENERGY STAR Score,LEED Certified,Location
CHP,California Highway Patrol,1337248,REDWOOD CITY AREA,355 CONVENTION WAY,REDWOOD CITY,California,94603,6559,Office,1900,142462.6,2530.62503,,403.2,0%,0,739144.9,3,,"355 CONVENTION WAY
REDWOOD CITY, California 94603
(37.494528, -122.229889)"
CHP,California Highway Patrol,1337291,BALDWIN PARK AREA,14039   FRANCISQUITO AVE,BALDWIN PARK,California,91706,9037,Office,1960,203726.7,236.9999905,,220,0%,0,718815.7,9,,"14039 FRANCISQUITO AVE
BALDWIN PARK, California 91706
(34.065476, -117.969888)"
CHP,California Highway Patrol,1337385,BAKERSFIELD AREA,4040 BUCK OWENS BLVD.,BAKERSFIELD,California,93308,6602,Office,1900,311421.6,1158.862509,,252.1,0%,0,1178456.9,1,,"4040 BUCK OWENS BLVD.
BAKERSFIELD, California 93308
(35.396419, -119.043199)"
CAL TRANS,California Department of Transportation,1386763,CUPERTINO MAINTENANCE STATION,10130 BUBB ROAD,CUPERTINO,California,95014,8862,Other,1900,27085.5,2970.27293,,401,,0,,,,"10130 BUBB ROAD
CUPERTINO, California 95014
(37.320362, -122.050654)"
CAL FIRE,California Department of Forestry and Fire Protection,3940043,CNR-SHU Buckhorn FS 2014 E P Complete,30377 Oak Run-to-Fern Rd.,Whitmore,California,96096,,Fire Station,2012,30751.3,,134025.6,32,0%,0,238949,,,"30377 Oak Run-to-Fern Rd.
Whitmore, California 96096
(40.703521, -121.921671)"
CDCR,California Department of Corrections & Rehabilitation,1237709,ISP-IRONWOOD STATE PRISON,19005 WILEY'S WELL ROAD P.O.BOX 2229,BLYTHE,California,92226,1108193,Prison/Incarceration,1994,15202977.5,544841.9797,,207321.3,35.31%,8296528,134664515.4,,,"19005 WILEY'S WELL ROAD P.O.BOX 2229
BLYTHE, California 92226
(33.570027, -114.897921)"
CMD,California Military Department,3922108,Los Angeles (State Owned),1300 Federal Ave.,Los Angeles,California,90025,40566,Office,1964,127602,4985.371475,,843.3,0%,0,933915.1,,,"1300 Federal Ave.
Los Angeles, California 90025
(34.048325, -118.457115)"
CAL TRANS,California Department of Transportation,1386965,LAS FLORES MAINTENANCE STATION,3503   LAS FLORES CANYON RD,MALIBU,California,90265,4987,Other - Services,1979,18716.9,345.4838802,,118.9,0%,0,98410.4,,,"3503 LAS FLORES CANYON RD
MALIBU, California 90265
(34.045322, -118.638929)"
DPR,Department of Parks and Recreation,1383465,635 PATRICK'S POINT SP,4150 PATRICKS POINT DR,TRINIDAD,California,95570,22517,Other,1890,,,,2489,,,,,,"4150 PATRICKS POINT DR
TRINIDAD, California 95570
(41.134144, -124.152576)"
CAL TRANS,California Department of Transportation,1355956,SANTA BARBARA MAINTENANCE STATION,3999   STATE ST,SANTA BARBARA,California,93105,25395,Other,1960,73879.5,5043.6561,,815.4,,0,,,,"3999 STATE ST
SANTA BARBARA, California 93105
(34.440285, -119.75412)"
CHP,California Highway Patrol,1337242,HANFORD AREA,1565 GLENDALE AVENUE,HANFORD,California,93230,6665,Office,1900,107258.1,,,540.1,0%,0,365964.6,40,,"1565 GLENDALE AVENUE
HANFORD, California 93230
(36.320179, -119.66926)"
CAL FIRE,California Department of Forestry and Fire Protection,3940122,CSR-MMU Bass Lake (old station) FS Federal 2014 No Active Elect Complete,39900 Road 222,Bass Lake,California,93644,1200,Fire Station,1899,,,,51.5,,,,,,"39900 Road 222
Bass Lake, California 93644
(37.324654, -119.579847)"
EDD,Employment Development Department,1268020,EUREKA (EDD - 0212),409 K STREET,EUREKA,California,95502,15135,Office,1954,136819.7,5397.228843,,103.4,0%,0,1006551.8,72,,"409 K STREET
EUREKA, California 95502
(40.80327, -124.160635)"
DMV,Department of Motor Vehicles,1207868,YUBA CITY OFFICE BUILDING,1570 POOLE BOULEVARD,YUBA CITY,California,95993,10391,Office,1900,101289,,,1843.3,0%,0,,,,"1570 POOLE BOULEVARD
YUBA CITY, California 95993
(39.144705, -121.643331)"
DMV,Department of Motor Vehicles,1207824,ARVIN AREA OFFICE,317 CAMPUS DRIVE,ARVIN,California,93203,4121,Office,1992,77943,650.9999922,,235.9,0%,0,331041.7,,,"317 CAMPUS DRIVE
ARVIN, California 93203
(35.210951, -118.833219)"
HCD,Housing and Community Development,1331066,ATWATER MIGRANT CENTER,9200 WESTSIDE BOULEVARD,ATWATER,California,95301,54500,Other,1997,116315.5,4682.000015,,5371.4,0%,0,865068.5,,,"9200 WESTSIDE BOULEVARD
ATWATER, California 95301
(37.3609, -120.649633)"
CDCR,California Department of Corrections & Rehabilitation,1237695,SCC-SIERRA CONSERVATION CENTER,5100 O'BYRNES FERRY ROAD,JAMESTOWN,California,95327,610631,Prison/Incarceration,1965,11489960.5,,,197010,0%,0,39203750.1,,,"5100 O'BYRNES FERRY ROAD
JAMESTOWN, California 95327
(37.889574, -120.54442)"
CMD,California Military Department,3916531,Atascadero (State Owned),6105 Olmeda Ave.,Atascadero,California,93422,13005,Office,1950,39582.3,,,264.6,0%,0,,,,"6105 Olmeda Ave.
Atascadero, California 93422
(35.492388, -120.66792)"
DPR,Department of Parks and Recreation,1383707,670 GOVERNOR'S MANSION,1526 H STREET,SACRAMENTO,California,95816,13600,Other,1877,48905,,,864.8,0%,0,,,,"1526 H STREET
SACRAMENTO, California 95816
(38.580405, -121.484681)"
CMD,California Military Department,3921749,Culver City Armory (State Owned) (Sold),10808 Culver Blvd.,Culver City,California,90232,11856,Office,1950,1181.4,1.00000004,,165,0%,0,4130.9,,,"10808 Culver Blvd.
Culver City, California 90232
(34.011724, -118.404134)"
CAL FIRE,California Department of Forestry and Fire Protection,3940068,CNR-TGU Ishi CC 2014 RBO-E/PP Complete CDF,30502 Plum Creek Rd,Paynes Creek,California,96075,,Fire Station,1960,,,,1437.8,,,,,,"30502 Plum Creek Rd
Paynes Creek, California 96075
(40.303211, -121.879315)"
DOJ,Department of Justice,4334208,SANTA ROSA FORENSIC LABORATORY,410 Russell Ave.,Santa Rosa,California,95403,14654,Laboratory,2008,,23959.36406,,41631.7,,,,,,"410 Russell Ave.
Santa Rosa, California 95403
(38.469175, -122.722585)"
DPR,Department of Parks and Recreation,1383423,635 HUMBOLDT LAGOONS SP,15336 HWY 101,ORICK,California,95555,4476,Other - Recreation,1934,1326.6,,,100,0%,0,4526.4,,,"15336 HWY 101
ORICK, California 95555
(41.593205, -124.097552)"
CAL TRANS,California Department of Transportation,1386805,SOUTH LAKE TAHOE MAINTENANCE STATION,2243 Cornelian Drive,South Lake Tahoe,California,96150,34638,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1971,299640,,,1163.2,0%,0,1022371.6,,,"2243 Cornelian Drive
South Lake Tahoe, California 96150
(38.847144, -120.018494)"
CDFW,California Department of Fish and Wildlife,1542428,R2 - FIELD OFFICE 4 (Closed),2545 ZANELLA WAY,CHICO,California,95928,1800,Office,1900,,,,165,,,,,,"2545 ZANELLA WAY
CHICO, California 95928
(39.712602, -121.792106)"
CAL TRANS,California Department of Transportation,1386658,DORAN MAINTENANCE STATION,943  W DORAN ST,GLENDALE,California,91203,864,Other - Technology/Science,1960,0,287.9999873,,46.6,,0,28800,,,"943 W DORAN ST
GLENDALE, California 91203
(34.153333, -118.274608)"
CADA,Capitol Area Development Authority,1259260,1500 N  ST BRANNON COURT,1500 N STREET,SACRAMENTO,California,95814,30000,Multifamily Housing,1988,71237,5500.94843,,165,0%,0,793155.5,,,"1500 N STREET
SACRAMENTO, California 95814
(38.573895, -121.487999)"
DAA,District Agricultural Association,1276481,"DAA 37, SANTA MARIA FAIRPARK",937  S THORNBURG ST,SANTA MARIA,California,93458,145460,Other,1960,,,,165,,,,,,"937 S THORNBURG ST
SANTA MARIA, California 93458
(34.940497, -120.440267)"
CAL FIRE,California Department of Forestry and Fire Protection,3940107,CSR-BEU San Benito-Monterey UH/FS/ECC 2014 E MPP,2221 Garden Road,Monterey,California,93940,,Fire Station,1965,199237.3,,,94.4,0%,0,,,,"2221 Garden Road
Monterey, California 93940
(36.586162, -121.859331)"
CHP,California Highway Patrol,1337333,MARIN AREA,53 SAN CLEMENTE DRIVE,CORTE MADERA,California,94925,6012,Office,1900,154729.7,2424.76985,,433.1,0%,0,770414.9,1,,"53 SAN CLEMENTE DRIVE
CORTE MADERA, California 94925
(37.924623, -122.510854)"
CMD,California Military Department,3916629,Lodi (State Owned),333 N. Washington St.,Lodi,California,95240,23195,Office,1935,40758.7,7928.272653,,552.1,0%,0,931896.1,,,"333 N. Washington St.
Lodi, California 95240
(38.139201, -121.267608)"
CAL TRANS,California Department of Transportation,1386811,VALLEJO MAINTENANCE STATION,1700 MARINE WORLD PARKWAY,VALLEJO,California,94590,1500,Other,1900,26675.2,1,,37.4,0%,0,91115.7,,,"1700 MARINE WORLD PARKWAY
VALLEJO, California 94590
(38.140043, -122.253411)"
DPR,Department of Parks and Recreation,1383619,925 SAN CLEMENTE SB,3030   AVENIDA DEL PRESIDENTE,SAN CLEMENTE,California,92672,29273,Other,1960,,,,8440.6,,,,,,"3030 AVENIDA DEL PRESIDENTE
SAN CLEMENTE, California 92672
(33.404642, -117.598293)"
CHP,California Highway Patrol,1337335,MOUNT SHASTA AREA,618 WEST JESSIE STREET,MOUNT SHASTA,California,96067,2695,Office,1967,118080,,,183.8,0%,0,402888.9,,,"618 WEST JESSIE STREET
MOUNT SHASTA, California 96067
(41.311436, -122.32247)"
CADA,Capitol Area Development Authority,1259190,1320 N ST SENATOR MANOR APARTMENT COMPLEX,1320 N STREET,SACRAMENTO,California,95814,16300,Multifamily Housing,1935,13485,9034.690644,,165,0%,0,949479.9,,,"1320 N STREET
SACRAMENTO, California 95814
(38.574507, -121.490295)"
HCD,Housing and Community Development,1331062,DAVIS MIGRANT CENTER,31150 COUNTY ROAD 105,DAVIS,California,95620,56000,Other,2003,79620.8,,,11636.2,0%,0,271666.4,,,"31150 COUNTY ROAD 105
DAVIS, California 95620
(38.48104, -121.693669)"
CHP,California Highway Patrol,1337435,SOUTHERN DIVISION HEADQUARTERS,437  N VERMONT AVE,LOS ANGELES,California,90004,22882,Office,1960,,8948.36463,,165,,,894836.5,100,,"437 N VERMONT AVE
LOS ANGELES, California 90004
(34.078585, -118.291704)"
CAL STRS,California State Teacher's Retirement System,1933336,100 Waterfront Place,100 Waterfront Place,West Sacramento,California,95605,409000,Office,2009,6352956.7,35924.43752,,165,0%,0,25268734.8,97,Platinum,"100 Waterfront Place
West Sacramento, California 95605
(38.584056, -121.509476)"
CAL TRANS,California Department of Transportation,3928617,San Francisco Maint,110 Rickard St,San Francisco,California,94134,,Other - Utility,1900,62271.1,3596.774287,,339.6,0%,0,572146.3,,,"110 Rickard St
San Francisco, California 94134
(37.733463, -122.409814)"
CMD,California Military Department,3922145,Montebello Armory (State Owned),244 South Taylor Ave.,Montebello,California,90640,10664,Office,1950,24588.2,1501.117821,,445.5,0%,0,234006.7,100,,"244 South Taylor Ave.
Montebello, California 90640
(34.007959, -118.114978)"
CAL FIRE,California Department of Forestry and Fire Protection,3940006,CNR-MEU Laytonville FS - 2014 E P Complete,46101 N Hwy 101,Laytonville,California,95454,,Fire Station,1952,25368.6,,140116,108.7,0%,0,226673.5,,,"46101 N Hwy 101
Laytonville, California 95454
(39.702511, -123.487162)"
CHP,California Highway Patrol,1337409,WILLOWS AREA,464 NORTH HUMBOLDT AVE,WILLOWS,California,95988,4850,Office,1900,85535,2175.968841,,197.5,0%,0,509442.3,,,"464 NORTH HUMBOLDT AVE
WILLOWS, California 95988
(39.525755, -122.212077)"
CAL TRANS,California Department of Transportation,3928567,Chollas Maint,1505 Rigel St,San Diego,California,92118,,Other - Utility,1900,25948.8,,,12.7,0%,0,88537.3,,,"1505 Rigel St
San Diego, California 92118
(32.692042, -117.120158)"
DPR,Department of Parks and Recreation,1437963,WESTERN PROPANE,2131 CAPITOL AVE #206,SACRAMENTO,California,95816,100,Other,2003,,,92.3,165,,,92.3,,,"2131 CAPITOL AVE #206
SACRAMENTO, California 95816
(38.572734, -121.478956)"
CDCR,California Department of Corrections & Rehabilitation,1237691,PYCF-PRESTON YOUTH CORRECTIONAL FACILITY,201 WATERMAN ROAD,IONE,California,95640,443868,Prison/Incarceration,1900,525509.8,697.79992,,26052.4,0%,0,1862819.7,,,"201 WATERMAN ROAD
IONE, California 95640
(38.357171, -120.938118)"
CAL TRANS,California Department of Transportation,3928529,02 Susanville Equipment Sub-shop,471-800 Diane Drive,Susanville,California,96130,5091,Other - Utility,1995,,,,165,,,,,,"471-800 Diane Drive
Susanville, California 96130
(40.374259, -120.581169)"
CAL TRANS,California Department of Transportation,1386891,FAIRFIELD MAINTENANCE STATION,2019 TEXAS STREET,FAIRFIELD,California,94533,11282,Other,1900,104834.9,806.6260181,,778,0%,0,438359.3,,,"2019 TEXAS STREET
FAIRFIELD, California 94533
(38.249303, -122.065462)"
DMV,Department of Motor Vehicles,1261950,TEMECULA FIELD OFFICE,27851 Diaz Rd,TEMECULA,California,92590,7864,Office,1900,130249,230.0000236,,1687.6,0%,0,467409.6,15,,"27851 Diaz Rd
TEMECULA, California 92590
(33.506489, -117.160769)"
DMV,Department of Motor Vehicles,1261945,VICTORVILLE OFFICE BUILDING,14855 CORTA DR,VICTORVILLE,California,92395,5656,Office,1982,,,,340.4,,,,,,"14855 CORTA DR
VICTORVILLE, California 92395
(34.518517, -117.306839)"
DPR,Department of Parks and Recreation,1383445,683 EMERALD BAY SP,999 EMERALD BAY ROAD,UNINCORPORATED - ED CO,California,96142,22332,Other,1929,,,,48.7,,,,,,"999 EMERALD BAY ROAD
UNINCORPORATED - ED CO, California 96142
(38.914017, -120.005037)"
CAL TRANS,California Department of Transportation,1355889,LOWER LAKE CONSTRUCTION LABORATORY,15523 40TH AVENUE,Clearlake,California,95422,1000,Other,1900,39486.4,,,13.4,0%,0,134727.7,,,"15523 40TH AVENUE
Clearlake, California 95422
(38.950692, -122.622402)"
CHP,California Highway Patrol,1337225,NORTHERN DIVISION,2485 SONOMA STREET,REDDING,California,96001,12590,Office,1900,220821.8,4799.500203,,1211.4,0%,0,1233394,25,,"2485 SONOMA STREET
REDDING, California 96001
(40.573257, -122.404121)"
CAL FIRE,California Department of Forestry and Fire Protection,3940033,CNR-SCU Pacheco FS 2014 E P Complete,12280 Pacheco Pass Highway,Hollister,California,95023,,Fire Station,2011,61107.9,,117760,58.7,0%,0,326260.1,,,"12280 Pacheco Pass Highway
Hollister, California 95023
(37.012431, -121.347468)"
CMD,California Military Department,3900271,Willows Armory (State Owned) (Sold),950 W. Laurel St.,Willows,California,95988,10105,Office,1949,,,,165,,,,,,"950 W. Laurel St.
Willows, California 95988
(39.517862, -122.205568)"
CAL TRANS,California Department of Transportation,1386678,SOUTH OAKLAND MAINTENANCE STATION,1112 29TH AVE,OAKLAND,California,94601,32908,Other,1900,,,,165,,,,,,"1112 29TH AVE
OAKLAND, California 94601
(37.777691, -122.230656)"
CMD,California Military Department,3926433,Escondido (State Owned),304 East Park Ave.,Escondido,California,92025,15066,Office,1962,61309,2793.923922,,165,0%,0,488578.7,,,"304 East Park Ave.
Escondido, California 92025
(33.129486, -117.082217)"
DWR,Department of Water Resources,1508362,"SFD, Water Quality Test Building (E)(W)",6900 Devils Canyon Road,San Bernardino,California,92407,2400,Other,1987,28035.4,,,533.1,0%,0,95656.7,,,"6900 Devils Canyon Road
San Bernardino, California 92407
(34.187237, -117.330869)"
CAL TRANS,California Department of Transportation,3928608,Pomona Maint,2650 S Gary Ave,Pomona,California,91766,,Other - Utility,1971,1465.1,850.47993,,1505.8,0%,0,90047,,,"2650 S Gary Ave
Pomona, California 91766
(34.022883, -117.74715)"
CAL TRANS,California Department of Transportation,1386773,HAYWARD MAINTENANCE STATION,21195 CENTER STREET,HAYWARD,California,94546,8378,Other,1900,,,,165,,,,,,"21195 CENTER STREET
HAYWARD, California 94546
(37.693954, -122.062392)"
CAL FIRE,California Department of Forestry and Fire Protection,3940226,CSR-TUU Woodlake FS 2014 E MPP Local govt,35802 Olivera Drive,Woodlake,California,93286,,Fire Station,1945,32519,,,51.5,0%,0,,,,"35802 Olivera Drive
Woodlake, California 93286
(36.433034, -119.122358)"
CAL TRANS,California Department of Transportation,3928956,Fresno Maintenance Station,1635 W Pine Avenue,Fresno,California,99999,53290,Other - Technology/Science,2000,103051.7,2692.090879,,39.6,,0,,,,"1635 W Pine Avenue
Fresno, California 99999
(36.761973, -119.83128)"
CADA,Capitol Area Development Authority,1259252,1616 N ST GRANTWOOD MANOR APARTMENT COMPLEX, 1616 N STREET,SACRAMENTO,California,95814,12000,Multifamily Housing,1949,,1493.232275,,165,,,,,,"1616 N STREET
SACRAMENTO, California 95814
(38.573482, -121.486412)"
DAA,District Agricultural Association,1276505,"DAA 04, SONOMA-MARIN FAIR",175 FAIRGROUNDS DRIVE,PETALUMA,California,94952,158374,Other,1979,,,,165,,,,,,"175 FAIRGROUNDS DRIVE
PETALUMA, California 94952
(38.241794, -122.630583)"
CADA,Capitol Area Development Authority,1259256,1515 O ST MORGENSON MANOR APARTMENT COMPLEX,1515 O STREET,SACRAMENTO,California,95814,10600,Multifamily Housing,1938,18146,4862.462335,,165,0%,0,548160.4,,,"1515 O STREET
SACRAMENTO, California 95814
(38.572745, -121.488231)"
CMD,California Military Department,3883073,Healdsburg Armory (State Owned) (Sold),900 Powell Ave.,Healdsburg,California,95448,10664,Office,1950,,,,165,,,,,,"900 Powell Ave.
Healdsburg, California 95448
(38.620646, -122.855773)"
CADA,Capitol Area Development Authority,1259250,1619 Q ST ROOMING HOUSE APARTMENT COMPLEX Q STREET,1619 Q STREET,SACRAMENTO,California,95814,12000,Multifamily Housing,1984,65752,3007.952409,,165,0%,0,525141.1,,,"1619 Q STREET
SACRAMENTO, California 95814
(38.570317, -121.488321)"
EDD,Employment Development Department,1268054,LOS ANGELES (EDD - 0313) - SOLD,6725   SANTA MONICA BLVD,LOS ANGELES,California,90038,29968,Office,1960,,,,181.6,,,,,,"6725 SANTA MONICA BLVD
LOS ANGELES, California 90038
(34.090717, -118.33687)"
CAL TRANS,California Department of Transportation,3941031,Gilroy Maintenance Station,11155 Noname Uno Ave,Gilroy,California,99999,9999,Other - Services,1900,0,,,81.9,,0,,,,"11155 Noname Uno Ave
Gilroy, California 99999
(37.062061, -121.583695)"
DSH,Department of State Hospitals,1263392,METROPOLITAN STATE HOSPITAL,11400   BLOOMFIELD BLVD,NORWALK,California,90650,1192852,Other - Specialty Hospital,1960,8961131.3,,,165,0%,0,,,Gold,"11400 BLOOMFIELD BLVD
NORWALK, California 90650
(33.92813, -118.063951)"
CAL FIRE,California Department of Forestry and Fire Protection,3940181,CSR Riverside HQ 2014 E N Complete,2524 Mulberry Street,Riverside,California,92501,,Fire Station,1960,255480,3173.000163,,8.6,0%,0,1188997.8,,,"2524 Mulberry Street
Riverside, California 92501
(33.990953, -117.361714)"
CHP,California Highway Patrol,1337321,BLYTHE AREA,411 S BROADWAY,BLYTHE,California,92225,6920,Office,1900,155020.4,,,165,0%,0,,,,"411 S BROADWAY
BLYTHE, California 92225
(33.60466, -114.596689)"
DMV,Department of Motor Vehicles,1261940,COSTA MESA OFFICE BUILDING,650 W 19TH STREET,COSTA MESA,California,92627,13634,Office,1900,182860.8,3429.999642,,541.1,0%,0,966921.2,41,,"650 W 19TH STREET
COSTA MESA, California 92627
(33.643453, -117.925459)"
CHP,California Highway Patrol,1337238,ALTADENA AREA,2130 WINDSOR AVENUE,ALTADENA,California,91001,12034,Office,1900,160655.6,,,607.3,0%,0,548157,52,,"2130 WINDSOR AVENUE
ALTADENA, California 91001
(34.182399, -118.168743)"
CHP,California Highway Patrol,1337329,INDIO AREA,79-650 VARNER ROAD,INDIO,California,92203,23410,Office,1993,472319.9,,,128.7,0%,0,1611555.8,47,,"79-650 VARNER ROAD
INDIO, California 92203
(33.751189, -116.272959)"
DMV,Department of Motor Vehicles,1261944,SANTA BARBARA OFFICE BUILDING,535 CASTILLO STREET,SANTA BARBARA,California,93101,4908,Office,1900,49210.5,797.9999743,,541.1,0%,0,247706.2,,,"535 CASTILLO STREET
SANTA BARBARA, California 93101
(34.413184, -119.700881)"
CHP,California Highway Patrol,1337357,BUTTONWILLOW AREA,29449 STOCKDALE HIGHWAY,BAKERSFIELD,California,93312,8457,Office,1900,157844,,,66.4,0%,0,538563.8,31,,"29449 STOCKDALE HIGHWAY
BAKERSFIELD, California 93312
(35.354797, -119.330739)"
DPR,Department of Parks and Recreation,1383703,635 STANDISH-HICKEY SRA,69350 HIGHWAY 101,LEGGETT,California,95585,21080,Other,1949,,,,4335.6,,,,,,"69350 HIGHWAY 101
LEGGETT, California 95585
(39.870593, -123.712227)"
DMV,Department of Motor Vehicles,1261929,POMONA OFFICE BUILDING,1600 SOUTH GAREY AVENUE,POMONA,California,91766,13491,Office,1900,214602.2,3608.00025,,857.3,0%,0,1093022.8,15,,"1600 SOUTH GAREY AVENUE
POMONA, California 91766
(34.042421, -117.74952)"
CDFW,California Department of Fish and Wildlife,2862306,NAPA-SONOMA MARSHES WA 2,2983 Green Island Rd,American Canyon,California,94503,1,Other,1900,,,,165,,,,,,"2983 Green Island Rd
American Canyon, California 94503
(38.205795, -122.29864)"
CAL FIRE,California Department of Forestry and Fire Protection,3939930,CNR N. Region Hdqs Victor Ave 2014 E N shared 9-8-2015Complete ZZ,"1465 Victor Ave., Ste B && C",Redding,California,96002,,Fire Station,1899,,,,8.6,,,,,,"1465 Victor Ave., Ste B &amp;&amp; C
Redding, California 96002
(40.586307, -122.338856)"
DDS,Department of Developmental Services,1116660,Sonoma DC,15000 Arnold Drive,Glen Ellen,California,95431,1213519,Mixed Use Property,1891,11952275.1,1980343.038,,165,0%,0,238815471.3,,,"15000 Arnold Drive
Glen Ellen, California 95431
(38.349446, -122.517417)"
CAL TRANS,California Department of Transportation,1355831,Kearney Mesa Maintainance Station,7183   OPPORTUNITY RD,SAN DIEGO,California,92111,96547,Other,1996,,7624.66426,,165,,,,,,"7183 OPPORTUNITY RD
SAN DIEGO, California 92111
(32.825346, -117.161835)"
DMV,Department of Motor Vehicles,1207778,EL CERRITO OFFICE BUILDING,6400 MANILA AVENUE,EL CERRITO,California,94530,,Office,1900,170274.7,4519.012011,,496,0%,0,1032878.4,,,"6400 MANILA AVENUE
EL CERRITO, California 94530
(37.916118, -122.310748)"
CAL FIRE,California Department of Forestry and Fire Protection,3940024,CNR-NEU Dobbins FS 2014 E MPP,9946 Marysville Rd.,Oregon House,California,95935,,Fire Station,1965,864,,31740,51.5,0%,0,34688,,,"9946 Marysville Rd.
Oregon House, California 95935
(39.382339, -121.220669)"
CHP,California Highway Patrol,1337307,NORTH SACRAMENTO AREA,5109 TYLER STREET,SACRAMENTO,California,95841,6173,Office,1900,189989.4,1739.419324,,422.6,0%,0,822185.8,1,,"5109 TYLER STREET
SACRAMENTO, California 95841
(38.659301, -121.359595)"
CHP,California Highway Patrol,1337331,INLAND DIVISION HEADQUARTERS,847  E BRIER DR,SN BERNRDNO,California,92408,18139,Office,1960,311709.5,361.493353,,520.6,0%,0,1099702.2,43,,"847 E BRIER DR
SN BERNRDNO, California 92408
(34.071265, -117.267432)"
CAL FIRE,California Department of Forestry and Fire Protection,3939946,CNR-HUU Eel River CC 2014 E Complete CDF Partial RBO-E/PP,3850 Redwood Drive,Redway,California,95542,,Fire Station,1967,,,,1294.9,,,,,,"3850 Redwood Drive
Redway, California 95542
(40.138867, -123.812702)"
CAL FIRE,California Department of Forestry and Fire Protection,3940147,CSR-MVU Del Dios FS 2014 E N Complete,2323 Felicita Road,Escondido,California,92029,,Fire Station,1899,321,,,38.6,0%,0,,,,"2323 Felicita Road
Escondido, California 92029
(33.090415, -117.084914)"
DPR,Department of Parks and Recreation,1383631,635 RICHARDSON GROVE SP,1600 HIGHWAY 101,GARBERVILLE,California,95542,37685,Other,1951,,,,2290.2,,,,,,"1600 HIGHWAY 101
GARBERVILLE, California 95542
(41.740994, -124.164302)"
HCD,Housing and Community Development,1331092,LOS BANOS MIGRANT CENTER,18926 WEST HENRY MILLER RD,LOS BANOS,California,95635,45500,Other,1969,62877.9,,,3381.2,0%,0,214539.5,,,"18926 WEST HENRY MILLER RD
LOS BANOS, California 95635
(37.099644, -120.829161)"
DGS,Department of General Services,11910,036 SECRETARY OF STATE BUILDING (EAST / WEST),1500 11th Street,SACRAMENTO,California,95814,460000,Office,1995,6928421.1,0,,5610.3,0%,0,70630306.4,68,,"1500 11th Street
SACRAMENTO, California 95814
(38.573979, -121.494705)"
CHP,California Highway Patrol,1337297,GOLDEN GATE DIVISION HEADQUARTERS,1551 BENICIA ROAD,VALLEJO,California,94591,23228,Office,1900,1324548,17882.08852,,2624.2,0%,0,6307567.1,1,,"1551 BENICIA ROAD
VALLEJO, California 94591
(38.084008, -122.198823)"
DPR,Department of Parks and Recreation,1437954,McNEECE BROTHERS OIL COMPANY,641 E. HEIL,EL CENTRO,California,92243,100,Other,2003,,,,165,,,,,,"641 E. HEIL
EL CENTRO, California 92243
(32.786936, -115.532735)"
CMD,California Military Department,3919850,Stockton (State Owned),8010 S. Airport Way,Stockton,California,95206,163098,Office,1953,1002308.8,39266.33632,,992.9,0%,0,7346511.6,,,"8010 S. Airport Way
Stockton, California 95206
(37.885439, -121.248125)"
CLC,California Lottery Commission,1858334,SACRAMENTO DISTRICT OFFICE,4106 E. Commerce Way,Sacramento,California,95834,9489,Office,2006,83990.7,819.2812498,,165,0%,0,368504.4,50,,"4106 E. Commerce Way
Sacramento, California 95834
(38.643831, -121.519332)"
DPR,Department of Parks and Recreation,1383499,660 MOUNT DIABLO S.P.,96 MITCHELL CANYON RD,WALNUT CREEK,California,94598,33143,Other - Recreation,1900,,,,165,,,,,,"96 MITCHELL CANYON RD
WALNUT CREEK, California 94598
(37.922189, -121.941926)"
CHP,California Highway Patrol,1337270,PLACERVILLE AREA,3031 LOHI WAY,PLACERVILLE,California,95667,6112,Office,1900,112225,,,221.4,0%,0,382911.7,24,,"3031 LOHI WAY
PLACERVILLE, California 95667
(38.720792, -120.830906)"
DMV,Department of Motor Vehicles,1207826,DAVIS OFFICE BUILDING,505 POLE LINE RD,DAVIS,California,95618,4543,Office,1982,74541.6,1267.59139,,216.4,0%,0,381095.1,,,"505 POLE LINE RD
DAVIS, California 95618
(38.549607, -121.726752)"
CAL TRANS,California Department of Transportation,1386735,San Diego/Coronado Maintenance Station,1995   NEWTON AVE,SAN DIEGO,California,92113,23000,Other - Services,1974,51200,984.7256191,,107.7,0%,0,273167,,,"1995 NEWTON AVE
SAN DIEGO, California 92113
(32.698172, -117.143442)"
CAL FIRE,California Department of Forestry and Fire Protection,3940061,CNR-SKU Hornbrook FS - 2014 E P Complete ZZ,"14638 Bradley Henley Rd, P.O. Box 318",Hornbrook,California,96044,,Fire Station,1951,,,136344,108.7,,,,,,"14638 Bradley Henley Rd, P.O. Box 318
Hornbrook, California 96044
(41.904828, -122.569954)"
DMV,Department of Motor Vehicles,1261933,OXNARD OFFICE BUILDING,4050 SOUTH SAVIERS RD,OXNARD,California,93033,24313,Office,1978,161332.1,,,175.1,0%,0,550465.2,97,,"4050 SOUTH SAVIERS RD
OXNARD, California 93033
(34.162918, -119.177602)"
